name,booth,homepage,categories,overview,partner_url
InputLab,hall1 Booth D11-064,https://inputlab.net,"Consulting & B2B services, Cybersecurity, Fintech, Banking & Crypto","Improve software quality and cut testing costs with InputLab. Our platform provides companies with synthetic test data from format specifications to rigorously validate complex systems and uncover hidden errors, without the need for production data.",https://vivatechnology.com/partners/inputlab
INSIDE THERAPEUTICS,hall1 Booth B18-029,https://insidetx.com,"Healthcare & Wellness, GovTech & Public sector, Growth & Investment","Inside Tx offers innovative instruments for RNA therapy manufacturing, tailored for biotech and pharma clients. Our technology streamlines and scales LNP-RNA production, facilitating a seamless transition from R&D to high-volume clinical production.",https://vivatechnology.com/partners/inside-therapeutics
InSimili srl,hall1 Booth C15-023,https://www.insimili.com/,"Healthcare & Wellness, Deep Tech & Quantum Computing, Food & Agriculture","InSimili recreates the real human body microenvironment in vitro, enabling better decisions in pre-clinical studies and reducing in vivo testing. Helping develop new therapies more efficiently and safely.",https://vivatechnology.com/partners/insimili-srl
Institut Gustave Roussy / Gustave Roussy Transfert,hall1,https://www.gustaveroussy.fr/,"Artificial Intelligence, Healthcare & Wellness, Deep Tech & Quantum Computing","Gustave Roussy is France's largest cancer center, an international referral center for oncology and an integrated center for patient care, research and teaching. Gustave Roussy brings together the necessary skills to conduct high quality research in oncology thanks to its capacity to integrate basic, translational and clinical research with cancer healthcare through medico-scientific programs.
Gustave Roussy Transfert is the affiliate of Gustave Roussy on charge of Tech Transfer activity.",https://vivatechnology.com/partners/institut-gustave-roussy-gustave-roussy-transfert
intelligentX GmbH,hall1 Booth D11-028,https://www.intelligentx.com,"Food & Agriculture, Healthcare & Wellness","intelligentX leverages specialized AI, domain-specific large language models (LLMs), and curated knowledge graphs to accelerate the development of active ingredients in medicine, crop protection, and food technology.",https://vivatechnology.com/partners/intelligentx-gmbh
Intersip International,hall1 Booth G12-033,https://intersip.io,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Marketing & Advertising","InterSIP International is a tech-driven company empowering African communities through mobile-based solutions for data collection, voice messaging, training, and financial transfers bridging the digital gap for underserved populations without internet acc",https://vivatechnology.com/partners/intersip-international
IoTOak,hall1 Booth G12-035,https://www.iotoak.com/,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Energy",We help companies embrace digital transformation with smart IoT and AI solutions. From real-time monitoring to automation and data analytics – IoTOak brings innovation to your business. Visit us to see how we turn data into action!,https://vivatechnology.com/partners/iotoak
IOZ Biotech,hall2 Booth R14-010,,"Deep Tech & Quantum Computing, GovTech & Public sector, Healthcare & Wellness","IOZ Biotech, a deeptech startup from São Paulo, develops first-in-class advanced therapies for orphan brain diseases using a proprietary viral platform—focused on innovation and access.  Visit booth R14-010, hall 2 or learn more at www.ioz.bio.",https://vivatechnology.com/partners/ioz-biotech
Ircam Amplify,hall1 Booth F42-005,https://soundexperience.ircamamplify.com,"Marketing & Advertising, Luxury, Fashion & Cosmetics, Consulting & B2B services","Chez Ircam amplify nous mettons les savoir-faire scientifiques et artistiques de l’IRCAM au service des marques qui veulent créer des expériences inoubliables. Avec une approche unique qui mêle tech, psychoacoustique et design.",https://vivatechnology.com/partners/ircam-amplify
IRIDESENSE,hall1 Booth E40-008,https://www.iridesense.tech/,"Robotics, Artificial Intelligence, Industry & Supply Chain","IRIDESENSE provides the world's first smart Multispectral Perception solution, which
allows 3D spectral analysis in the SWIR band, at long distance and without calibration in changing light environment. For Mining, Construction, Airports, Biomass ..",https://vivatechnology.com/partners/iridesense
ISTYA,hall1 Booth N45-006,https://istya.co/,"Mobility & Smart Cities, Artificial Intelligence, Healthcare & Wellness","Istya develops AI-powered sensors and software to optimize indoor air quality and energy use in buildings. Our predictive and generative AI automates HVAC control and ESG reporting, delivering healthier spaces and up to 40% energy savings.",https://vivatechnology.com/partners/istya
JAPET MEDICAL,hall1 Booth H46-013,https://www.japet.eu/,"Robotics, Healthcare & Wellness, Industry & Supply Chain","Japet Medical designs and manufactures medical exoskeletons dedicated to relieving back pain and preventing musculoskeletal disorders at work. Its flagship product, the Japet.W+, is a clinically validated, CE-marked powered exoskeleton enhancing employee",https://vivatechnology.com/partners/japet-medical
"JU-TIAN CLEANTECH CO., LTD.",hall1 Booth D38-014,https://renouvo.net/,"Artificial Intelligence, Marketing & Advertising, Consulting & B2B services","20+ years of expertise in biomass materials. We specialize in developing innovative plant-based materials by transforming agricultural waste into innovative, low-carbon, and plastic-free solutions with a focus on sustainability.",https://vivatechnology.com/partners/ju-tian-cleantech-co-ltd
Juisci,hall1 Booth J24-006,https://www.juisci.com/,"Artificial Intelligence, EdTech, Healthcare & Wellness","Juisci - Your Juice of Science - uses AI to transform medical research into smart content for healthcare professionals. Our platform powers education and engagement for leaders like Sanofi and L'Oréal, making science more personalized and impactful.",https://vivatechnology.com/partners/juisci
Juliia by Spiriit,hall1 Booth H22-011,https://www.juliia.ai,"Artificial Intelligence, Data Management & CRM, Retail & E-commerce","Juliia is the next generation of search and recommandation engine for B2B and B2C eCommerce sites. Because its design is ""AI first"", Juliia is not just another AI conversational agent: it understands an intent and turns it into a conversion.",https://vivatechnology.com/partners/juliia-by-spiriit
JUMBO MANA,hall1 Booth B21-007,https://jumbomana.com,"Artificial Intelligence, Mobility & Smart Cities","Jumbo Mana is a deep tech startup specialized in generative AI. We create intelligent interactive avatars that help businesses engage visitors, answer questions in real time, and empower teams with deeper understanding and actionable insights.",https://vivatechnology.com/partners/jumbo-mana
Jumbo Mana,hall1 Booth J38-004,https://jumbomana.com/,"Artificial Intelligence, Mobility & Smart Cities","Jumbo Mana is a French deeptech startup specialized in generative AI. Our multilingual avatars provide real-time assistance via kiosks and mobile devices, offering travel info, itineraries, schedules, and interactive answers to engage visitors.",https://vivatechnology.com/partners/jumbo-mana-2
JURIMESH,hall1 Booth C27-018,https://jurimesh.com,"Artificial Intelligence, Insurance & Legal, Consulting & B2B services","Jurimesh helps legal M&A teams handle due diligence faster and with fewer errors. Our AI structures messy VDRs, detects red flags, and enables teams to build reports collaboratively and efficiently.",https://vivatechnology.com/partners/jurimesh
Kali by Ezacae,hall1 Booth D53-006,https://beta-kali.ezacae.com/,Consulting & B2B services,"Premier outil d’audit dédié aux applications low-code, Kali audite la qualité, détecte les optimisations et sécurise vos applications. Notre ambition ? Faire de Kali le standard de qualité pour le low-code.",https://vivatechnology.com/partners/kali-by-ezacae
Kalysta Actuation,hall1 Booth L24-012,https://kalysta.tech/page,"Industry & Supply Chain, Robotics","KALYSTA is a deeptech start-up created in 2021 at the University of Paris Saclay. It commercializes and develops electrohydraulic components. The developed components integrate mechanical, electrical, electronic, software, and innovative materials aspects",https://vivatechnology.com/partners/kalysta-actuation
KAPSYS,hall1 Booth B30-020,https://x.com/kapsysGroup,"Healthcare & Wellness, Artificial Intelligence","Kapsys is a French company that designs innovative and accessible technology for the visually impaired and Blinds, including smartphones and navigation devices, to enhance mobility, independence, and inclusion through smart, user-friendly solutions.",https://vivatechnology.com/partners/kapsys
Karbikes,hall1 Booth B21-008,https://karbikes.com/,"Climate Tech, Industry & Supply Chain, Mobility & Smart Cities",Karbikes redefine mobility with its new concept uniting two worlds for a better future.,https://vivatechnology.com/partners/karbikes
KEEP CONTROL,hall1 Booth E59-019,https://keep-control.fr/,"Artificial Intelligence, HR & Future of Work, Consulting & B2B services","KEEP CONTROL is a digital solution ensuring workplace safety by tracking equipment compliance and employee training. We have received several innovation awards at PREVENTICA and EXPOPROTECTION trade fairs, as well as an international HSE Excellence Award",https://vivatechnology.com/partners/keep-control
Kervalion,hall1 Booth H22-012,https://www.kervalion.com/,Healthcare & Wellness,"KERVALION develops custom 3D bone grafts for dental surgery, offering a faster, easier, and patient-specific solution for bone regeneration.",https://vivatechnology.com/partners/kervalion
Klipspringer UG,hall1 Booth C54-004,,"Healthcare & Wellness, Mobility & Smart Cities, Industry & Supply Chain","Klipspringer’s patented axle-and-spring system turns wheels into stair-climbers, no motors, no bulk. Safer mobility for strollers, rollators, and carts. Simple, eco-friendly, motion-powered. Accessibility, reimagined.",https://vivatechnology.com/partners/klipspringer-ug
KnoWow srl - Spinoff Accademico,hall1 Booth D39-009,https://knowow.tech,"Space, Aeronautics & Defense, Climate Tech, Consulting & B2B services","KnoWow is an academic spin-off from Messina, Italy, offering advanced industrial innovation, sustainability consulting, and fast material testing solutions to bridge the gap between research and industry.",https://vivatechnology.com/partners/knowow-srl-spinoff-accademico
KOLEKTIVOLT,hall1 Booth B30-021,https://kolektivolt.fr/,"Mobility & Smart Cities, Energy","Kolektivolt is reinventing electric vehicle charging with an innovative and efficient model: shared charging stations, available by reservation in workplaces or apartment buildings, enabling simple and effective shared use.",https://vivatechnology.com/partners/kolektivolt
KOVERLOOP,hall1 Booth H46-014,https://www.koverloop.com,"Energy, GovTech & Public sector, Space, Aeronautics & Defense","En étant acteur de la piscine passive économe en eau et en énergie, KOVERLOOP fait perdurer les bienfaits de l’eau à toutes les générations. KOVERLOOP conçoit, développe et produit en France une gamme de couverture de protection pour piscine.",https://vivatechnology.com/partners/koverloop
Kwit,hall1 Booth B21-009,https://kwit.app,"Artificial Intelligence, Healthcare & Wellness, Growth & Investment",Revolutionizing addiction treatment: Kwit's digital therapeutics harness behavioral science and gamification to free people from dependencies. WHO-validated apps with 4.5M users worldwide. Transforming health challenges into engaging recovery journeys.,https://vivatechnology.com/partners/kwit
LA SENTINELLE,hall1 Booth D17-035,https://www.la-sentinelle.fr,"Healthcare & Wellness, Energy, Marketing & Advertising","la sentinelle is a service design and user experience (UX) agency. We support our clients' innovation strategy by designing simple, effective, and useful products in sectors such as health, transport, energy, and research.",https://vivatechnology.com/partners/la-sentinelle
Lacess Limited,hall1 Booth F48-001,https://www.kibo.eco,"Artificial Intelligence, Healthcare & Wellness, Luxury, Fashion & Cosmetics","Founded in 2020, KIBO leverages over 50 years of shoemaking heritage, integrating advanced recycled materials and ergonomic design, with tech-enabled innovation to manufacture engineer eco-conscious, high-performance footwear.",https://vivatechnology.com/partners/lacess-limited
Le Koinpost,hall1 Booth J16-009,https://www.lekoinpost.com,Climate Tech,Le Koinpost is a platform that connects residents to local composting points and rewards them with organic produce in exchange for logging their food waste deposits on the app.,https://vivatechnology.com/partners/le-koinpost
LeHibou,hall1 Booth G53,https://www.lehibou.com,"Connectivity, Cloud & Infrastructure, Consulting & B2B services, Cloud & Infrastructure, Cybersecurity","Avec une croissance de 60% de son chiffre d’affaire en 2023 (82 Millions d’euros) et un objectif atteint de 120 M€ en 2024, LeHibou poursuit son développement en France et à l’International !

Pour couronner cette croissance, la société est extrêmement fière de faire partie de la FRENCH TECH 120 (2023 et 2024) ! Leader parmi les plateformes d'intermédiation et de Services entre freelances et grandes entreprises dans le domaine de l’IT, LeHibou dépoussière le secteur du Consulting Informatique en adoptant les nouveaux codes du freelancing.

En utilisant l’intelligence artificielle et le Big Data, LeHibou accélère la Transformation Digitale des entreprises du CAC40 / SBF120. Un modèle hybride de « plateforme de services », avec une partie digitalisée et un accompagnement off-line réalisé par des équipes de choc ! Plus de 100000 consultants sont inscrits sur la plateforme qui a ouvert des bureaux à Bordeaux, Toulouse, Nantes, Lyon, Marseille et qui entame désormais son expansion à l’international avec des bureaux en Belgique.",https://vivatechnology.com/partners/lehibou
Leminnov,hall1 Booth C52-002,https://www.leminnov.com,"Cloud & Infrastructure, Consulting & B2B services, Artificial Intelligence","LEMINNOV is a deeptech startup specializing in Cloud Native, Edge Computing and AI. We design innovative and composable infrastructure solutions to empower smart digital business applications with agility, security and high performance.",https://vivatechnology.com/partners/leminnov
Lemon Motion,hall1 Booth D37-036,https://lemonmotion.com,"Mobility & Smart Cities, Retail & E-commerce","Designer and manufacturer of electric drive systems for bikes/motorcycles, made in France.",https://vivatechnology.com/partners/lemon-motion
Leonardo.Ai,hall1 Booth F28-004,https://leonardo.ai/,"Gaming & Esports, Luxury, Fashion & Cosmetics, Marketing & Advertising",Leonardo.Ai is a powerful AI content production suite helping millions bring their ideas to life with production-quality images and videos. Our mission is to empower creators with tools that boost creativity and streamline visual content creation.,https://vivatechnology.com/partners/leonardoai
Les Guiboles,hall1 Booth D37-015,https://www.lesguiboles.com,"Mobility & Smart Cities, Diversity & Inclusion","Les Guiboles is an innovative digital solution for managing walking school buses. It simplifies their organization by centralizing the presence registration of child travelers and accompaniers, and automating the solicitation of reservees.",https://vivatechnology.com/partners/les-guiboles
Letsignit,hall1 Booth N50,https://letsignit.com/,"Connectivity, Cloud & Infrastructure, HR & Future of Work, Marketing & Advertising, Cloud & Infrastructure, marketingadvertising","Letsignit is the leading SaaS platform for managing and deploying professional email signatures at scale. Effortlessly create, standardize, and update signatures with our intuitive drag-and-drop designer and ready-to-use templates. Centralized management ensures brand consistency and compliance across every email, while advanced campaign management lets you integrate internal or external banners into signatures, turning daily emails into powerful marketing channels. With Letsignit’s vCard feature, employees can share up-to-date contact details via clickable links or QR codes directly in their signature. Letsignit integrates with Office 365 and Google Workspace, offers automated directory sync, analytics, mobile compatibility, and multi-signature support. Trusted by over 2,000,000 users worldwide. Elevate your brand with every email sent.

Schedule a meeting 👉 https://bit.ly/3F6Ray5",https://vivatechnology.com/partners/letsignit
Lightsonic,hall1 Booth G12-037,https://www.lightsonic.ai,"Cloud & Infrastructure, Mobility & Smart Cities, Artificial Intelligence","Lightsonic is building the future of smart infrastructure monitoring through ML-powered solutions. Our disruptive technology preserves natural resources and protects critical infrastructure, starting with our innovative approach to water leak detection.",https://vivatechnology.com/partners/lightsonic
LILI FOR LIFE,hall1 Booth D53-009,,"Diversity & Inclusion, Healthcare & Wellness, HR & Future of Work","To make people proud to be dyslexic!
LILI FOR LIFE is a French startup that designs and markets technological innovations (lamp, screen) based on pulsed light to support people with dyslexia in their daily reading tasks.
With LILI, I read and live again !",https://vivatechnology.com/partners/lili-for-life
Lindo,hall1 Booth L16-007,https://lindo.group/,"GovTech & Public sector, Healthcare & Wellness, Growth & Investment","LINDO is redefining infection control with light-based disinfection that tackles antimicrobial resistance and improves patient outcomes. Our clinically proven, chemical-free tech protects high-risk spaces continuously, safely, and at scale.",https://vivatechnology.com/partners/lindo
LIUM,hall1 Booth B30-023,,"GovTech & Public sector, Robotics, Space, Aeronautics & Defense","Lium develops an autonomous tethered balloon equipped with cameras and artificial intelligence to provide continuous real-time surveillance of sensitive industrial sites. Our solution detects fires, gas leaks, and intrusions at the earliest stage.",https://vivatechnology.com/partners/lium
LIVE VENDOR,hall1 Booth J38-006,https://live-vendor.com,"Consulting & B2B services, Marketing & Advertising, Retail & E-commerce","On your website or in a public space, Live Vendor connects your users to your agents in just one click for a remote, human, and personalized welcome ? via video call, voice call, or enhanced chat. Face-to-face conversations to advise, guide, and reassur",https://vivatechnology.com/partners/live-vendor
Live Vendor,hall1 Booth E56-005,https://live-vendor.com,"Consulting & B2B services, Marketing & Advertising, Retail & E-commerce","On your website or in a public space, Live Vendor connects your users to your agents in just one click for a remote, human, and personalized welcome via video call, voice call, or enhanced chat. Face-to-face conversations to advise, guide, and reassure.",https://vivatechnology.com/partners/live-vendor-2
Logidoo,hall1 Booth L30-016,https://www.logidoo.co/home,"Artificial Intelligence, Retail & E-commerce, Growth & Investment","Logidoo connects Africa to the world with smart groupage, AI-powered logistics & affordable cross-border shipping. Enabling SMEs & businesses to trade, scale & grow across Africa.",https://vivatechnology.com/partners/logidoo
Lookalike Srl,hall1 Booth C15-026,https://lookalike.shop/en,"Artificial Intelligence, Retail & E-commerce","Lookalike is a deeptech startup, an AI-Shopping platform that builds predictive visual tech for e-commerce. With data-driven AI and a pay-per-use model, it turns any input into a conscious shopping experience through generative visual search.",https://vivatechnology.com/partners/lookalike-srl
Loqui,hall1 Booth L29-016,https://hdartby.my.canva.site/,"Artificial Intelligence, Marketing & Advertising","Loqui is an Abidjan-based technology and marketing agency that helps brands engage their audiences through cutting-edge AI, augmented reality, and robotics experiences that delight users. Founded and led by Haïfa Daoud",https://vivatechnology.com/partners/loqui
L'OREAL GROUPE,hall1 Booth F37,https://www.loreal.com/en/,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Marketing & Advertising, Entertainment, Media & Creators Economy, Healthcare & Wellness","For 115 years, L’Oréal, the world’s leading beauty player, has devoted itself to one thing only: fulfilling the beauty aspirations of consumers around the world. Our purpose, to create the beauty that moves the world, defines our approach to beauty as essential, inclusive, ethical, generous and committed to social and environmental sustainability. With our broad portfolio of 37 international brands and ambitious sustainability commitments in our L’Oréal for the Future programme, we offer each and every person around the world the best in terms of quality, efficacy, safety, sincerity and responsibility, while celebrating beauty in its infinite plurality.  
With more than 90,000 committed employees, a balanced geographical footprint and sales across all distribution networks (ecommerce, mass market, department stores, pharmacies, perfumeries, hair salons, branded and travel retail), in 2024 the Group generated sales amounting to 43.48 billion euros. With 21 research centers across 13 co...",https://vivatechnology.com/partners/loreal-groupe
L'OREAL GROUPE,hall1 Booth F37,https://www.loreal.com/fr/,"Artificial Intelligence, Diversity & Inclusion, Luxury, Fashion & Cosmetics, Entertainment, Media & Creators Economy, Climate Tech","For 115 years, L’Oréal, the world’s leading beauty player, has devoted itself to one thing only: fulfilling the beauty aspirations of consumers around the world. Our purpose, to create the beauty that moves the world, defines our approach to beauty as essential, inclusive, ethical, generous and committed to social and environmental sustainability. With our broad portfolio of 37 international brands and ambitious sustainability commitments in our L’Oréal for the Future programme, we offer each and every person around the world the best in terms of quality, efficacy, safety, sincerity and responsibility, while celebrating beauty in its infinite plurality. With 20 research centers across 11 countries around the world and a dedicated Research and Innovation team of over 4,000 scientists and 6,400 Digital talents, L’Oréal is focused on inventing the future of beauty and becoming a Beauty Tech powerhouse.",https://vivatechnology.com/partners/loreal-groupe-2
LORETTA,hall1 Booth D37-010,https://loretta-biotech.com/,"Luxury, Fashion & Cosmetics, Healthcare & Wellness, Artificial Intelligence","Loretta is a startup using enhanced AFM and in-house AI to offer fast, precise, non-invasive, inclusive biometric skin analysis for cosmetics labs and clinical trials. It aims to support dermatologists and pharmacists with diagnosis and prevention.",https://vivatechnology.com/partners/loretta
LOTTECHNOLOGY,hall1 Booth A08-015,https://lottechnology.com,"Artificial Intelligence, Robotics, Industry & Supply Chain","LOTTECHNOLOGY is simplifying industrial control with embedded vision, AI, and AR. Our NC-Inspect4.0 solution, enables in-process control directly on CNC machines and automated cells.  visit us 6/11 at A08-015 for demo or Say hi ! contact@lottechnology.com",https://vivatechnology.com/partners/lottechnology
L&SMART,hall1 Booth H46-015,https://www.lsmart.co/,"Mobility & Smart Cities, Energy, Climate Tech","L&Smart is reinventing Building Management Systems (BMS) with a distinctly simple, efficient, and accessible approach.",https://vivatechnology.com/partners/lsmart
LUCIDIA,hall1 Booth H49-005,https://www.lucidia.fr/,"Artificial Intelligence, Healthcare & Wellness, GovTech & Public sector","Lucidia designs customized AI solutions empowering healthcare compliance, experts, and legal teams.",https://vivatechnology.com/partners/lucidia
.lumen,hall1 Booth G12-038,https://www.dotlumen.com,"Artificial Intelligence, Robotics, Mobility & Smart Cities",".lumen builds Pedestrian Autonomous Driving AI (PAD AI), first showcased in the Glasses for the Blind.",https://vivatechnology.com/partners/lumen
Lumissoly,hall1 Booth D37-038,https://www.lumissoly.com,"Retail & E-commerce, Luxury, Fashion & Cosmetics",Designs connected jewelry to cherish and share your most personal memories,https://vivatechnology.com/partners/lumissoly
LVMH,hall1 Booth F42,https://www.lvmh.com/en,"Luxury, Fashion & Cosmetics, Retail & E-commerce, Marketing & Advertising, Climate Tech, Artificial Intelligence","Launched in 2016, Vivatech is Europe’s biggest startup and tech event where business meets innovation. It brings together people - from startups, corporates, and VCs to foster growth, business transformation and positive change.
LVMH has been a partner of this major annual innovation event since the first edition to showcase its ecosystem of startups and demonstrate how it invents the future of luxury with new ideas and unprecented experiences, in both the physical and virtual worlds.",https://vivatechnology.com/partners/lvmh
LYNCÉE,hall1 Booth D37-043,https://lyncee.io,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Consulting & B2B services","Trusted third party for the traceability of critical mineral substances for the extraction and processing/recycling, electric mobility, cosmetics and luxury sectors.",https://vivatechnology.com/partners/lyncee
LYNXDRONE,hall1 Booth B18-032,https://lynxdrone.fr/,"Robotics, Industry & Supply Chain, Artificial Intelligence",Lynxdrone is a French manufacturer of drones and robots for inspection and 3D digitization in complex and confined environments.,https://vivatechnology.com/partners/lynxdrone
Lyter,hall1 Booth A08-016,https://www.lyter.ai/vt,"Artificial Intelligence, Entertainment, Media & Creators Economy, Marketing & Advertising","Lyter helps busy founders & freelancers publish consistently on LinkedIn. 
 It lets them create a full month of LinkedIn posts in just 30 minutes. 
 Lyter suggests personalized ideas, writes in your tone of voice, and schedules them at the best time.",https://vivatechnology.com/partners/lyter
MaasiRNA,hall1 Booth L24-014,https://www.maasirna.com,Healthcare & Wellness,"MAAsiRNA is a biotech company founded in January 2024 pioneering a novel technological platform, SHARK® II, specifically targeting siRNA therapeutics for nervous system diseases with high unmet medical needs.",https://vivatechnology.com/partners/maasirna
MACHINEZERO,hall1 Booth F42-007,https://www.machinezero.it,"Marketing & Advertising, Entertainment, Media & Creators Economy, Luxury, Fashion & Cosmetics","Blending craftsmanship and technology to create tailor-made hardware and immersive installations, redefining brand experiences.",https://vivatechnology.com/partners/machinezero
Macnica ATD Europe,hall2 Booth U06,https://www.macnica.com/eu/atd-europe/en/,"Artificial Intelligence, Industry & Supply Chain, Food & Agriculture, Mobility & Smart Cities","Macnica is a trusted technology solutions partner, empowering the world’s leading businesses to succeed in the future. Macnica’s products, services, and innovations are crafted to future-proof organizations by continually pushing the boundaries of what is possible. 

Bold collaboration with partners and customers drives their products and services to new levels of achievement. By accelerating digital transformation, Macnica helps ignite exponential growth in technology, delivering forward-looking value that influences businesses, economies, society, and the planet. 

Together with global partners, Macnica leverages the latest advancements in semiconductors, imaging, secure networks, and artificial intelligence to address tomorrow’s challenges. 

Macnica ATD Europe, a subsidiary of Macnica Inc., operates across Europe, with offices in France (Chatou), Germany (Munich, Ingolstadt, Regensburg), and the UK (Milton Keynes), providing expertise and innovative solutions to this dynamic region.",https://vivatechnology.com/partners/macnica-atd-europe
Maillon Mobility,hall1 Booth H22-013,https://www.maillonmobility.com,"Mobility & Smart Cities, GovTech & Public sector","Discover the Maillon Cargo at VivaTech 2025! Maillon Mobility presents its innovative smart cargo bike, featuring lightweight bodywork and designed as a B2B solution to overcome traditional cycling barriers. Visit us to learn more (H22-013 in Hall 1)",https://vivatechnology.com/partners/maillon-mobility
MakeItSales,hall1 Booth D53-011,https://www.makeitsales.com/,"Artificial Intelligence, Consulting & B2B services, Marketing & Advertising","MakeItSales est une plateforme SaaS pilotée par l’IA qui améliore la vente B2B : recommandations en temps réel en rendez-vous, relances autom. et analyse des perf. — pour aider les commerciaux à conclure plus et replacer l’humain au cœur du processus.",https://vivatechnology.com/partners/makeitsales
Mapla Biotech,hall1 Booth C10-010,https://maplabiotech.com,"Climate Tech, Food & Agriculture, Growth & Investment","MAPLA transforms agricultural waste like apricot shells into flame-retardant bioplastics, creating eco-friendly materials for packaging, automotive, and consumer goods. We turn waste into value — sustainably and innovatively.",https://vivatechnology.com/partners/mapla-biotech
Matawan,hall1 Booth H50-012,https://matawan-mobility.com/en/home-2/?redirection=ubitransport,"Connectivity, Cloud & Infrastructure, Mobility & Smart Cities","Matawan simplifies travel by connecting public transport with all modes of mobility. Combining ticketing, payment, reporting/service quality and mobility intelligence, our SaaS platform helps improve the passenger experience, enables passengers to travel.",https://vivatechnology.com/partners/matawan
May,hall1 Booth G12-040,https://www.may.app,"Healthcare & Wellness, Artificial Intelligence, GovTech & Public sector","May is a digital health service for parents and parents-to-be, supporting over 100,000 families monthly. Through its app, May offers expert-verified health content, smart tracking tools, and 7/7 access to health professionals via chat.",https://vivatechnology.com/partners/may
Medivie Tech,hall1 Booth D41-015,https://www.medivietech.com,"Artificial Intelligence, Healthcare & Wellness","MediVIE Tech provides wearable connected devices enabling real-time, remote monitoring of patient vital signs via advanced PPG sensors, AI-driven analysis, and secure cloud technology, improving healthcare efficiency and patient outcomes.",https://vivatechnology.com/partners/medivie-tech
MEDLEA SRL,hall1 Booth C15-027,https://medlea-tech.com,"Artificial Intelligence, Deep Tech & Quantum Computing, Healthcare & Wellness",Medlea is a medical technology company that provides innovative digital twin and artificial intelligence solutions for respiratory medicine and lung surgery. Its SaaS platform allows healthcare professionals.,https://vivatechnology.com/partners/medlea-srl
Medusoil SA,hall1 Booth B38-024,https://medusoil.com/,"Consulting & B2B services, Climate Tech, Industry & Supply Chain","Medusoil SA is a specialized manufacturer of biominerals that produces and commercializes mineral binding agents designed to serve earthworks, special foundations, and building applications.",https://vivatechnology.com/partners/medusoil-sa
Meluvis,hall1 Booth H45-005,https://meluvis.com/,"XR & Metaverse, Cloud & Infrastructure","Meluvis is a premium real estate platform that turns properties into immersive 3D experiences using high-end visualization and interactive technology. It helps developers and brokers present homes with clarity, emotion, and a touch of luxury.",https://vivatechnology.com/partners/meluvis
MENTALECO,hall1 Booth D17-030,https://www.mentaleco.fr,"Artificial Intelligence, EdTech, Mobility & Smart Cities","Keep your teams in top shape all year round with cognitive science! Using methods and analytical protocols rooted in scientific research, we deliver precise diagnostics of your organizational practices to generate both individual and collective benefits.",https://vivatechnology.com/partners/mentaleco
Meta Intelligence Ltd.,hall1 Booth D38-016,https://portalm.io/,"Luxury, Fashion & Cosmetics, Retail & E-commerce, Marketing & Advertising","At Meta Intelligence, we don't just do branding, we build immersive brand experiences using digital-ready fabrics and garments. Elevate your storytelling and connect with your audience in unforgettable new ways.",https://vivatechnology.com/partners/meta-intelligence-ltd
Meta Mobility Inc.,hall1 Booth K12-005,,"Artificial Intelligence, Mobility & Smart Cities, Connectivity, Cloud & Infrastructure","Meta Mobility is an innovative Korean startup, developing big data-AI-based failure/accident prediction solution specialized for Electric Vehicles in the era of Software-Defined as a Vehicle.",https://vivatechnology.com/partners/meta-mobility-inc
Mihaly,hall1 Booth L24-016,https://www.mihalygroup.com/,"Luxury, Fashion & Cosmetics, Industry & Supply Chain, Entertainment, Media & Creators Economy","Color 3D scanning and printing technology, including translucent and metallic effects, delivers fast and cost-effective unique and personalized product decoration for the cosmetic market and cultural heritage sectors.",https://vivatechnology.com/partners/mihaly
Mirega,hall1 Booth J49-010,https://www.mirega.com,"Climate Tech, Deep Tech & Quantum Computing, Energy","Mirega is a deeptech startup based in Paris and Grenoble, focused on developing optical spectroscopy systems for gas detection and quantification. Our mission is to establish a new standard in spectrometry, revolutionizing gas detection.",https://vivatechnology.com/partners/mirega
Mirscience Therapeutics,hall2 Booth R14-015,https://mirsciencetx.com/,"Healthcare & Wellness, Growth & Investment","Mirscience Therapeutics develops RNA-based oligonucleotides to treat age-related diseases. Our lead candidate, MT-29, targets key genes in sarcopenia using a proprietary platform that combines RNA biology and AI to unlock non-coding RNA therapeutics.",https://vivatechnology.com/partners/mirscience-therapeutics
MISSIA,hall1 Booth B31-002,https://www.missia.care,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Healthcare & Wellness","MISSIA® is a discreet, AI-driven solution that anticipates early signs of declining independence, empowering seniors to live safely, confidently, and independently at home.",https://vivatechnology.com/partners/missia
MOBILITAF,hall1 Booth D37-025,https://mobilitaf.com,"Mobility & Smart Cities, Artificial Intelligence","Mobilitaf automates daily carpools based on employee schedules and locations, cutting travel costs and carbon emissions.",https://vivatechnology.com/partners/mobilitaf
MobiSlow,hall1 Booth D37-026,https://mobislow.fr,"Mobility & Smart Cities, Energy","MOBISLOW designs ultra-light electric vehicles for daily mobility—eco-friendly, affordable, and ideal for rural and peri-urban travel.",https://vivatechnology.com/partners/mobislow
